taxon_name,family,woodiness,plant_growth_form,life_history,native_status,parasitic
Selliera sp.,Goodeniaceae,semi_woody,woody herb,,,
Griselinia littoralis,Griseliniaceae,woody,,,,
Codonocarpus sp.,Gyrostemonaceae,woody,,,,
Gyrostemon osmus,Gyrostemonaceae,woody,,,,
Gyrostemon sp.,Gyrostemonaceae,woody,,,,
Gyrostemon sp. Bolgart (C.A.Gardner 8700),Gyrostemonaceae,woody,,,,
Gyrostemon sp. Mogumber (T.J.Hawkeswood 250),Gyrostemonaceae,woody,,,,
Gyrostemon sp. Whoogarup Range (A.S.George 1910),Gyrostemonaceae,woody,,,,
Anigozanthos viridis subsp. terraspectans,Haemodoraceae,herbaceous,,,,
Anigozanthos viridis subsp. viridis,Haemodoraceae,herbaceous,,,,
Conostylis sp.,Haemodoraceae,herbaceous,,,,
Phlebocarya pilosissima subsp. pilosissima,Haemodoraceae,herbaceous,,,,
Phlebocarya pilosissima subsp. teretifolia,Haemodoraceae,herbaceous,,,,
Gonocarpus confertifolius var. confertifolius,Haloragaceae,herbaceous,,,,
Gonocarpus confertifolius var. helmsii,Haloragaceae,herbaceous,,,,
Gonocarpus elatus x Gonocarpus oreophilus,Haloragaceae,,,,,
Gonocarpus hirtus,Haloragaceae,woody,subshrub,,,
Gonocarpus sp. Thornton Peak (L.J.Brass et al. 249),Haloragaceae,NA,,,,
Haloragis glauca f. sclopetifera,Haloragaceae,herbaceous,,,,
Haloragis milesiae,Haloragaceae,woody,,,,
Haloragis sp. Parrot Ridge (G.J.Keighery 11563),Haloragaceae,,,,,
Haloragodendron gibsonii,Haloragaceae,woody,,,,
Haloragodendron sp.,Haloragaceae,woody,,,,
Myriophyllum callitrichoides subsp. callitrichoides,Haloragaceae,herbaceous,,,,
Myriophyllum callitrichoides subsp. striatum,Haloragaceae,herbaceous,,,,
Trihaloragis hexandra subsp. integrifolia,Haloragaceae,,,,,
Trihaloragis hexandra subsp. serrata,Haloragaceae,,,,,
Agrostocrinum scabrum subsp. littorale,Hemerocallidaceae,herbaceous,,,,
Agrostocrinum scabrum subsp. scabrum,Hemerocallidaceae,herbaceous,,,,
Geitonoplesium sp.,Hemerocallidaceae,herbaceous,,,,
Herpolirion sp.,Hemerocallidaceae,herbaceous,,,,
Phormium tenax,Hemerocallidaceae,herbaceous,,,,
Tricoryne anceps subsp. anceps,Hemerocallidaceae,herbaceous,,,,
Tricoryne anceps subsp. pterocaulon,Hemerocallidaceae,herbaceous,,,,
Hernandia ovigera,Hernandiaceae,woody,,,,
Trithuria sp.,Hydatellaceae,herbaceous,,,,
Hydrangea macrophylla,Hydrangeaceae,woody,,,,
Hydrilla sp.,Hydrocharitaceae,herbaceous,aquatic_herb,,,
Ottelia sp.,Hydrocharitaceae,herbaceous,aquatic_herb,,,
Cephalomanes sp.,Hymenophyllaceae,,,,,
Crepidomanes sp.,Hymenophyllaceae,,,,,
Hymenophyllum applanatum,Hymenophyllaceae,,,,,
Hypericum grandifolium,Hypericaceae,herbaceous,,,,
Diplarrena sp.,Iridaceae,herbaceous,,,,
Ferraria crispa,Iridaceae,herbaceous,,,,
Gladiolus communis,Iridaceae,herbaceous,,,,
Gladiolus floribundus,Iridaceae,herbaceous,,,,
Gladiolus tristis,Iridaceae,herbaceous,,,,
Gladiolus watsonius,Iridaceae,herbaceous,,,,
Iris orientalis,Iridaceae,herbaceous,,,,
Iris unguicularis,Iridaceae,,,,,
Ixia paniculata,Iridaceae,,,,,
Ixia viridiflora,Iridaceae,,,,,
Libertia pulchella var. pulchella,Iridaceae,,,,,
Moraea aristata,Iridaceae,herbaceous,,,,
Moraea bellendenii,Iridaceae,herbaceous,,,,
Moraea fugax,Iridaceae,herbaceous,,,,
Moraea vegeta,Iridaceae,herbaceous,,,,
Orthrosanthus laxus var. gramineus,Iridaceae,,,,,
Orthrosanthus laxus var. laxus,Iridaceae,,,,,
Orthrosanthus sp.,Iridaceae,,,,,
Patersonia lanata f. calvata,Iridaceae,herbaceous,,,,
Patersonia lanata f. lanata,Iridaceae,herbaceous,,,,
Patersonia rudis subsp. rudis,Iridaceae,herbaceous,,,,
Patersonia rudis subsp. velutina,Iridaceae,herbaceous,,,,
Patersonia umbrosa var. umbrosa,Iridaceae,herbaceous,,,,
Patersonia umbrosa var. xanthina,Iridaceae,herbaceous,,,,
Romulea flava var. minor,Iridaceae,herbaceous,,,,
Romulea rosea var. australis,Iridaceae,herbaceous,,,,
Watsonia marginata,Iridaceae,herbaceous,,,,
Watsonia meriana var. bulbillifera,Iridaceae,herbaceous,,,,
Watsonia sp.,Iridaceae,herbaceous,,,,
Isoetes gunnii,Isoetaceae,herbaceous,graminoid,,,
Juncus acutus subsp. acutus,Juncaceae,herbaceous,graminoid,,,
Ajuga iva,Lamiaceae,herbaceous,herb,,,
Ajuga sinuata,Lamiaceae,herbaceous,herb,,,
Anisomeles,Lamiaceae,,,,,
Calamintha nepeta,Lamiaceae,herbaceous,herb,perennial,non-native,
Callicarpa thozetii,Lamiaceae,woody,shrub,,,
Clerodendrum calamitosum,Lamiaceae,woody,shrub,,,
Clerodendrum chinense,Lamiaceae,woody,shrub,,non-native,
Clerodendrum indicum,Lamiaceae,woody,shrub,,,
Clerodendrum parvulum,Lamiaceae,woody,shrub subshrub,,,
Clerodendrum schweinfurthii,Lamiaceae,woody,,,non-native,
Clerodendrum thomsoniae,Lamiaceae,woody,climber_twiner,perennial,non-native,
Clerodendrum x speciosum,Lamiaceae,,,,,
Dasymalla teckiana,Lamiaceae,woody,shrub,,,
Dasymalla terminalis,Lamiaceae,woody,shrub,,,
Dicrastylis sp.,Lamiaceae,woody,,,,
Faradaya sp.,Lamiaceae,woody,climber_twiner,perennial,,
Gmelina sp.,Lamiaceae,woody,,,,
Hyptis sp.,Lamiaceae,herbaceous,,,non-native,
Lachnostachys verbascifolia var. verbascifolia,Lamiaceae,woody,shrub,,,
Lamium purpureum,Lamiaceae,herbaceous,herb,annual,,
Lavandula dentata,Lamiaceae,woody,shrub,,,
Lycopus sp.,Lamiaceae,herbaceous,herb,perennial,,
Microcorys glabra var. pubescens,Lamiaceae,woody,shrub,,,
Muniria angustisepala,Lamiaceae,woody,shrub,,,
Plectranthus,Lamiaceae,,,,,
Prostanthera semiteres subsp. intricata,Lamiaceae,woody,,,,
Prostanthera serpyllifolia subsp. serpyllifolia,Lamiaceae,woody,,,,
Quoya cuneata,Lamiaceae,woody,shrub,,,
Quoya loxocarpa,Lamiaceae,woody,shrub,,,
Quoya oldfieldii,Lamiaceae,woody,shrub,,,
Quoya paniculata,Lamiaceae,woody,shrub,,,
Rosmarinus officinalis,Lamiaceae,woody,shrub,,non-native,
Salvia verbenaca var. verbenaca,Lamiaceae,herbaceous,herb,perennial,non-native,
Salvia verbenaca var. vernalis,Lamiaceae,herbaceous,herb,perennial,non-native,
Stachys byzantina,Lamiaceae,herbaceous,herb,perennial,,
Teucrium disjunctum,Lamiaceae,woody,shrub,,,
Teucrium grandiusculum subsp. grandiusculum,Lamiaceae,woody herbaceous,shrub herb,perennial,,
Teucrium grandiusculum subsp. pilosum,Lamiaceae,woody herbaceous,shrub herb,perennial,,
Teucrium micranthum,Lamiaceae,woody,subshrub,,,
Teucrium reidii,Lamiaceae,woody,shrub,,,
Teucrium scorodonia,Lamiaceae,herbaceous,herb,perennial,,
Teucrium sp. Balladonia (K.R.Newbey 7380),Lamiaceae,,,,,
Teucrium sp. dwarf (R.Davis 8813),Lamiaceae,,,,,
Teucrium sp. Hutt River (W.H.Butler 54),Lamiaceae,,,,,
Teucrium sp. Norseman (T.E.H.Aplin 1851),Lamiaceae,,,,,
Teucrium sp. Ormeau (G.Leiper AQ 476858),Lamiaceae,,,,,
Teucrium sp. Sturt Creek (A.A.Mitchell 5536),Lamiaceae,,,,,
Thymus vulgaris,Lamiaceae,woody,subshrub,,non-native,
Vitex benthamiana,Lamiaceae,woody,,,,
Akebia quinata,Lardizabalaceae,woody,climber_liana,,,
Beilschmiedia sp.,Lauraceae,woody,tree,,,
Cassytha,Lauraceae,herbaceous,climber_twiner,,,hemiparasite
Cinnamomum sp. [Cinnamomum cunningham.],Lauraceae,woody,,,,
Cryptocarya gregsonii,Lauraceae,woody,,,,
Cryptocarya macrocarpa,Lauraceae,woody,,,,
Cryptocarya nitens,Lauraceae,woody,,,,
Cryptocarya sp.,Lauraceae,woody,,,,
Endiandra sp.,Lauraceae,woody,,,,
Laurus nobilis,Lauraceae,woody,,,,
Linum flavum,Linaceae,herbaceous,herb,,,
Linum strictum,Linaceae,herbaceous,herb,,,
Reinwardtia indica,Linaceae,herbaceous,herb,,,
Orianthera serpyllifolia subsp. serpyllifolia,Loganiaceae,,,,,
Schizacme sp.,Loganiaceae,woody,subshrub,,,
Amyema congener subsp. rotundifolia,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema conspicua subsp. obscurinervis,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema gibberula var. tatei,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema linophylla subsp. linophylla,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema linophylla subsp. orientalis,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema maidenii subsp. angustifolia,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema miraculosa subsp. miraculosa,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema pendula subsp. longifolia,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema quandang var. bancroftii,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema sanguinea var. pulchra,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema seemeniana subsp. flexuosa,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema villiflora subsp. tomentilla,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amyema villiflora subsp. villiflora,Loranthaceae,woody,epiphyte_shrub,,,parasite
Amylotheca sp. [Amylotheca sp.R],Loranthaceae,woody,epiphyte_shrub,,,parasite
Atkinsonia sp.,Loranthaceae,woody,shrub,,,parasite
Decaisnina signata subsp. cardiophylla,Loranthaceae,woody,epiphyte_shrub,,,hemiparasite
Decaisnina signata subsp. signata,Loranthaceae,woody,epiphyte_shrub,,,hemiparasite
Decaisnina sp.,Loranthaceae,woody,epiphyte_shrub,,,hemiparasite
Dendrophthoe acacioides subsp. acacioides,Loranthaceae,woody,epiphyte_shrub,,,parasite
Dendrophthoe acacioides subsp. longifolia,Loranthaceae,woody,epiphyte_shrub,,,parasite
Dendrophthoe sp.,Loranthaceae,woody,epiphyte_shrub,,,parasite
Diplatia sp.,Loranthaceae,woody,epiphyte_shrub,,,parasite
Lysiana exocarpi subsp. tenuis,Loranthaceae,woody,epiphyte_shrub,,,parasite
Lysiana sp.,Loranthaceae,woody,epiphyte_shrub,,,parasite
Lysiana spathulata subsp. parvifolia,Loranthaceae,woody,epiphyte_shrub,,,parasite
Lysiana spathulata subsp. spathulata,Loranthaceae,woody,epiphyte_shrub,,,parasite
Muellerina sp.,Loranthaceae,woody,epiphyte_shrub,,,parasite
Drymophila sp.,Luzuriagaceae,herbaceous,herb,,,
Lycopodiella diffusa,Lycopodiaceae,NA,,,,
Phylloglossum sp.,Lycopodiaceae,NA,,,,
Ammannia sp.,Lythraceae,herbaceous,herb,,,
Androcalva bivillosa,Malvaceae,woody,shrub,,,
Androcalva fragifolia,Malvaceae,woody,shrub,,,
Androcalva gaudichaudii,Malvaceae,woody,shrub,,,
Androcalva johnsonii,Malvaceae,woody,shrub,,,
Androcalva loxophylla,Malvaceae,woody,shrub,,,
Androcalva luteiflora,Malvaceae,woody,shrub,,,
Androcalva multiloba,Malvaceae,woody,shrub,,,
Androcalva pedleyi,Malvaceae,woody,shrub,,,
Androcalva perlaria,Malvaceae,woody,shrub,,,
Androcalva rosea,Malvaceae,woody,shrub,,,
Androcalva viscidula,Malvaceae,woody,shrub,,,
Argyrodendron #576,Malvaceae,woody,tree,,,
Argyrodendron #577,Malvaceae,woody,tree,,,
Bombax sp.,Malvaceae,woody,tree,,,
Brachychiton carruthersii,Malvaceae,woody,tree,,,
Brachychiton diversifolius subsp. orientalis,Malvaceae,woody,tree,,,
Commersonia amystia,Malvaceae,woody,,,,
Commersonia apella,Malvaceae,woody,,,,
Commersonia borealis,Malvaceae,woody,,,,
Commersonia craurophylla,Malvaceae,woody,,,,
Commersonia densiflora,Malvaceae,woody,,,,
Commersonia gilva,Malvaceae,woody,,,,
Commersonia grandiflora,Malvaceae,woody,,,,
Commersonia parviflora,Malvaceae,woody,,,,
Commersonia rotundifolia,Malvaceae,woody,,,,
Corchorus aulacocarpus,Malvaceae,woody,shrub,,,
Corchorus elderi,Malvaceae,woody,shrub,,,
Corchorus hygrophilus,Malvaceae,woody,subshrub,,,
Corchorus macropterus,Malvaceae,woody,shrub,,,
Corchorus obclavatus,Malvaceae,woody,shrub,,,
Corchorus pascuorum,Malvaceae,semi-woody (subligneous),herb,,,
Corchorus reynoldsiae,Malvaceae,woody,subshrub,,,
Corchorus sericeus,Malvaceae,woody,shrub,,,
Corchorus sp. Fitzroy Crossing (A.J.Ewart s.n. PERTH 01526790),Malvaceae,,,,,
Corchorus sp. Hamersley Range (S.van Leeuwen 3586),Malvaceae,,,,,
Corchorus sp. Hamersley Range hilltops (S.van Leeuwen 3826),Malvaceae,,,,,
Corchorus sp. Meentheena (S.van Leeuwen 4537),Malvaceae,,,,,
Corchorus subargenteus,Malvaceae,woody,shrub,,,
Corchorus sublatus,Malvaceae,woody,shrub,,,
Corchorus thozetii,Malvaceae,woody,subshrub,,,
Corchorus tomentellus,Malvaceae,woody,shrub,,,
Gossypium anapoides,Malvaceae,woody,shrub,,,
Gossypium australe x Gossypium sturtianum,Malvaceae,woody,shrub,,,
Gossypium bickii,Malvaceae,woody,shrub,,,
Gossypium cunninghamii,Malvaceae,woody,shrub,,,
Gossypium nelsonii,Malvaceae,woody,shrub,,,
Grewia abutilifolia,Malvaceae,woody,,,,
Grewia acuminata,Malvaceae,woody,,,,
Grewia graniticola,Malvaceae,woody,,,,
Grewia insularis,Malvaceae,woody,,,,
Grewia occidentalis,Malvaceae,woody,,,,
Hibiscus aneuthe,Malvaceae,woody,shrub,,,
Hibiscus arnhemensis,Malvaceae,woody,shrub,,,
Hibiscus austrinus var. austrinus,Malvaceae,woody,shrub,,,
Hibiscus austrinus var. occidentalis,Malvaceae,woody,shrub,,,
Hibiscus bacalusius,Malvaceae,woody,shrub,,,
Hibiscus brennanii,Malvaceae,woody,shrub,,,
Hibiscus caesius,Malvaceae,woody,shrub,,non-native,
Hibiscus cannabinus,Malvaceae,herbaceous,herb,,non-native,
Hibiscus cravenii,Malvaceae,woody,shrub,,,
Hibiscus divaricatus x Hibiscus heterophyllus,Malvaceae,woody,shrub,,,
Hibiscus fallax,Malvaceae,woody,shrub,,,
Hibiscus fryxellii var. fryxellii,Malvaceae,woody,shrub,,,
Hibiscus fryxellii x Hibiscus superbus,Malvaceae,woody,shrub,,,
Hibiscus heterophyllus x Hibiscus meraukensis,Malvaceae,woody,shrub treelet,perennial,,
Hibiscus heterophyllus x Hibiscus splendens,Malvaceae,woody,shrub treelet,perennial,,
Hibiscus inimicus,Malvaceae,woody,shrub,,,
Hibiscus insularis,Malvaceae,woody,shrub,,,
Hibiscus kirstyae,Malvaceae,woody,shrub,,,
Hibiscus lobatus,Malvaceae,herbaceous,herb,annual,,
Hibiscus multilobatus,Malvaceae,,,,,
Hibiscus mutabilis,Malvaceae,woody,shrub,,non-native,
Hibiscus pedunculatus,Malvaceae,woody,shrub,,,
Hibiscus petherickii,Malvaceae,woody,shrub,,,
Hibiscus phyllochlaenus,Malvaceae,woody,shrub,,,
Hibiscus riceae,Malvaceae,woody,shrub,,,
Hibiscus richardsonii,Malvaceae,herbaceous,herb,,,
Hibiscus rosa-sinensis,Malvaceae,woody,shrub,,,
Hibiscus sabdariffa,Malvaceae,herbaceous,herb,annual,,
Hibiscus sankowskyorum,Malvaceae,woody,shrub tree,,,
Hibiscus saponarius,Malvaceae,woody,subshrub,,,
Hibiscus sp. Barambah Creek (P.Grimshaw+ PG2484),Malvaceae,,,,,
Hibiscus sp. Canga (P.J.H.Hurter & J.Naaykens 11013),Malvaceae,,,,,
Hibiscus sp. Carnarvon (S.van Leeuwen 5110),Malvaceae,,,,,
Hibiscus sp. Durba Hills (R.Davis 11193),Malvaceae,,,,,
Hibiscus sp. Emerald (S.L.Everist 2124),Malvaceae,,,,,
Hibiscus sp. Gardneri (A.L.Payne PRP 1435),Malvaceae,,,,,
Hibiscus sp. Gurinbiddy Range (M.E.Trudgen 15708),Malvaceae,,,,,
Hibiscus sp. Mt Brockman (E.Thoma ET 1354),Malvaceae,,,,,
Hibiscus sp. Mt Robinson (G.Byrne 3537),Malvaceae,,,,,
Hibiscus sp. Nookawarra Station (S.J.J.Davies s.n. 1/3/1960),Malvaceae,,,,,
Hibiscus sp. Wonganoo Station (K.Boladeras 125),Malvaceae,,,,,
Hibiscus thegaleus,Malvaceae,woody,shrub,,,
Hibiscus townsvillensis,Malvaceae,woody,tree,,,
Hibiscus zonatus,Malvaceae,woody,shrub,,,
Hildegardia australiensis,Malvaceae,woody,tree,,,
Howittia sp.,Malvaceae,woody,shrub,,,
Melhania ovata,Malvaceae,woody,shrub subshrub,,non-native,
Radyera sp.,Malvaceae,woody,shrub,,,
Seringia,Malvaceae,woody,shrub,,,
Sida magnifica,Malvaceae,,,,,
Sida sp. [Sida sp. 2],Malvaceae,,,,,
Sida sp. dark green fruits (S.van Leeuwen 2260),Malvaceae,,,,,
Sida sp. L (A.M.Ashby 4202),Malvaceae,,,,,
Sida sp. Rainbow Valley (D.E.Albrecht 6601),Malvaceae,,,,,
Sida sp. Rockhampton (T.Stanley 8024),Malvaceae,,,,,
Sida sp. Simpson Desert dunes (P.K.Latz 18008),Malvaceae,,,,,
Sida sp. spiciform panicles (E.Leyland s.n. 14/8/1990),Malvaceae,,,,,
Sida sp. Wakaya Desert (P.K.Latz 11894),Malvaceae,,,,,
Thespesia sp.,Malvaceae,,,,,
Thomasia,Malvaceae,,,,,
Thomasia sp.,Malvaceae,,,,,
Triumfetta annua,Malvaceae,woody,,,,
Triumfetta arnhemica,Malvaceae,woody,shrub,,,
Triumfetta denticulata,Malvaceae,woody,shrub,perennial,,
Triumfetta glaucescens,Malvaceae,woody,shrub,perennial,,
Triumfetta inermis,Malvaceae,woody,shrub,perennial,,
Triumfetta litticola,Malvaceae,woody,prostrate_shrub,perennial,,
Triumfetta marsupiata,Malvaceae,woody,shrub,perennial,,
Triumfetta oenpelliensis,Malvaceae,woody,shrub,perennial,,
Triumfetta pannosa,Malvaceae,woody,prostrate_shrub shrub,perennial,,
Triumfetta parviflora,Malvaceae,woody,shrub,perennial,,
Triumfetta pentandra,Malvaceae,woody,shrub,annual,,
Triumfetta procumbens,Malvaceae,woody,prostrate_shrub,perennial,,
Triumfetta prostrata,Malvaceae,woody,prostrate_shrub,perennial,,
Triumfetta sp. Adolphus Island (KF.Kenneally 11898),Malvaceae,woody,,,,
Triumfetta sp. Bradshaw (B.M.Stuckey 57),Malvaceae,woody,,,,
Triumfetta sp. fleshy (C.R.Michell 2169),Malvaceae,woody,,,,
Triumfetta sp. Mt Bomford (M.D.Barrett MDB 1001),Malvaceae,woody,,,,
Triumfetta sp. Turtle Rock (A.R.Bean 3807),Malvaceae,woody,,,,
Triumfetta suffruticosa,Malvaceae,woody,shrub,annual,,
Triumfetta viridis,Malvaceae,woody,shrub,perennial,,
Urena armitiana var. armitiana,Malvaceae,,,,,
Waltheria sp.,Malvaceae,,,,,
Pilularia sp.,Marsileaceae,NA,fern,,,
Mayaca fluviatilis,Mayacaceae,herbaceous,aquatic_herb,,,
Osbeckia chinensis,Melastomataceae,herbaceous,herb,perennial,,
Azadirachta indica,Meliaceae,woody,tree,,,
Dysoxylum bijugum,Meliaceae,woody,tree,,,
Dysoxylum pachyphyllum,Meliaceae,woody,tree,,,
Dysoxylum sp. [Dysoxylum Deepwater],Meliaceae,woody,tree,,,
Toona sp.,Meliaceae,woody,tree,,,
Melianthus comosus,Melianthaceae,woody,shrub,,,
Sarcopetalum sp.,Menispermaceae,,,,,
Stephania sp.,Menispermaceae,,,,,
Dryadodaphne sp.,Monimiaceae,woody,,,,
Hedycarya sp.,Monimiaceae,woody,,,,
Artocarpus altilis,Moraceae,woody,tree,,,
Ficus benghalensis,Moraceae,woody,,,,
Ficus carica,Moraceae,woody,,,,
Morus nigra,Moraceae,woody,,,,
Streblus pendulinus,Moraceae,woody,,,,
Trophis scandens subsp. megacarpa,Moraceae,woody,climber_woody,,,
Agonis,Myrtaceae,woody,,,,
Aluta aspera subsp. localis,Myrtaceae,woody,,,,
Asteromyrtus lysicephala,Myrtaceae,woody,,,,
Austromyrtus sp. (#939),Myrtaceae,woody,,,,
Babingtonia sp.,Myrtaceae,woody,,,,
Backhousia sp.,Myrtaceae,woody,,,,
Baeckea,Myrtaceae,woody,,,,
Balaustion sp. [Balaustion R],Myrtaceae,woody,,,,
Beaufortia,Myrtaceae,woody,,,,
Beaufortia sp.,Myrtaceae,woody,,,,
Callistemon,Myrtaceae,woody,,,,
Callistemon chisholmii,Myrtaceae,woody,,,,
Callistemon formosus,Myrtaceae,woody,,,,
Callistemon lazaridis,Myrtaceae,woody,,,,
Callistemon macropunctatus,Myrtaceae,woody,,,,
Callistemon megalongensis,Myrtaceae,woody,,,,
Callistemon montis-zamia,Myrtaceae,woody,,,,
Callistemon pauciflorus,Myrtaceae,woody,,,,
Callistemon pearsonii,Myrtaceae,woody,,,,
Callistemon phratra,Myrtaceae,woody,,,,
Callistemon polandii,Myrtaceae,woody,,,,
Callistemon purpurascens,Myrtaceae,woody,,,,
Callistemon pyramidalis,Myrtaceae,woody,,,,
Callistemon quercinus,Myrtaceae,woody,,,,
Callistemon sabrina,Myrtaceae,woody,,,,
Callistemon serpentinus,Myrtaceae,woody,,,,
Callistemon sp. Blackdown Tableland (S.G.Pearson 287),Myrtaceae,woody,,,,
Callistemon sp. Rainbow Falls (P.I.Forster PIF 13786),Myrtaceae,woody,,,,
Callistemon sp. Rock of Gibraltar (L.M.Copeland 3618),Myrtaceae,woody,,,,
Callistemon sp. Torrington (H.J.Wismann NE36256),Myrtaceae,woody,,,,
Callistemon sp. Waratah trig (J.B.Williams NE85940),Myrtaceae,woody,,,,
Calothamnus,Myrtaceae,woody,,,,
Calothamnus sp. [Calothamnus lomatophyllus],Myrtaceae,woody,,,,
Calytrix ecalycata subsp. brevis,Myrtaceae,woody,,,,
Calytrix sp,Myrtaceae,woody,,,,
Corymbia,Myrtaceae,woody,,,,
Corymbia cadophora subsp. polychroma,Myrtaceae,woody,,,,
Corymbia eremaea subsp. eremaea,Myrtaceae,woody,,,,
Corymbia grandifolia ?subsp. longa,Myrtaceae,woody,,,,
Corymbia sp. Prince Regent River (Barrett 3750 & Barrett),Myrtaceae,woody,,,,
Eremaea asterocarpa subsp. brachyclada,Myrtaceae,woody,,,,
Eremaea asterocarpa subsp. histoclada,Myrtaceae,woody,,,,
Eremaea beaufortioides var. lachnosanthe,Myrtaceae,woody,,,,
Eremaea pauciflora var. calyptra,Myrtaceae,woody,,,,
Eremaea pauciflora var. lonchophylla,Myrtaceae,woody,,,,
Eremaea pauciflora var. pauciflora,Myrtaceae,woody,,,,
Ericomyrtus drummondii,Myrtaceae,woody,,,,
Eucalyptus,Myrtaceae,woody,,,,
Eucalyptus alba var. alba,Myrtaceae,woody,,,,
Eucalyptus arachnaea subsp. arachnaea,Myrtaceae,woody,,,,
Eucalyptus arctata,Myrtaceae,woody,,,,
Eucalyptus astringens subsp. astringens,Myrtaceae,woody,,,,
Eucalyptus astringens subsp. redacta,Myrtaceae,woody,,,,
Eucalyptus balladoniensis subsp. balladoniensis,Myrtaceae,woody,,,,
Eucalyptus balladoniensis subsp. sedens,Myrtaceae,woody,,,,
Eucalyptus baueriana subsp. deddickensis,Myrtaceae,woody,,,,
Eucalyptus binacag,Myrtaceae,woody,,,,
Eucalyptus caesia subsp. 'Boyagin',Myrtaceae,woody,,,,
Eucalyptus caesia subsp. 'Southern rocks',Myrtaceae,woody,,,,
Eucalyptus caesia subsp. Boyagin Rock (Nicolle 5542 & French),Myrtaceae,woody,,,,
Eucalyptus caesia subsp. Southern rocks (Nicolle 3813 & French),Myrtaceae,woody,,,,
Eucalyptus calcicola subsp. calcicola,Myrtaceae,woody,,,,
Eucalyptus calycogona subsp. miraculum,Myrtaceae,woody,,,,
Eucalyptus camaldulensis subsp. acuta,Myrtaceae,woody,,,,
Eucalyptus camaldulensis subsp. arida,Myrtaceae,woody,,,,
Eucalyptus camaldulensis subsp. minima,Myrtaceae,woody,,,,
Eucalyptus canescens subsp. beadellii,Myrtaceae,woody,,,,
Eucalyptus canescens subsp. canescens,Myrtaceae,woody,,,,
Eucalyptus capillosa subsp. polyclada,Myrtaceae,woody,,,,
Eucalyptus cladocalyx subsp. cladocalyx,Myrtaceae,woody,,,,
Eucalyptus cladocalyx subsp. crassa,Myrtaceae,woody,,,,
Eucalyptus cladocalyx subsp. petila,Myrtaceae,woody,,,,
Eucalyptus cloeziana subsp. cloeziana,Myrtaceae,woody,,,,
Eucalyptus cloeziana subsp. stannariensis,Myrtaceae,woody,,,,
Eucalyptus communalis,Myrtaceae,woody,,,,
Eucalyptus conferruminata subsp. conferruminata,Myrtaceae,woody,,,,
Eucalyptus conferruminata subsp. recherche,Myrtaceae,woody,,,,
Eucalyptus conglobata subsp. perata,Myrtaceae,woody,,,,
Eucalyptus cordata subsp. cordata,Myrtaceae,woody,,,,
Eucalyptus cordata subsp. quadrangulosa,Myrtaceae,woody,,,,
Eucalyptus crucis subsp. crucis,Myrtaceae,woody,,,,
Eucalyptus crucis subsp. lanceolata,Myrtaceae,woody,,,,
Eucalyptus cunninghamii subsp. cunninghamii,Myrtaceae,woody,,,,
Eucalyptus cunninghamii subsp. Grose Valley (Nicolle 5868 ),Myrtaceae,woody,,,,
Eucalyptus curtisii subsp. Curtisii,Myrtaceae,woody,,,,
Eucalyptus curtisii subsp. Inland,Myrtaceae,woody,,,,
Eucalyptus dalrympleana subsp. Howmans Gap (Walsh 5293),Myrtaceae,woody,,,,
Eucalyptus dalrympleana subsp. Tasmania,Myrtaceae,woody,,,,
Eucalyptus dalrympleana subsp. Tasmania (Nicolle 4923),Myrtaceae,woody,,,,
Eucalyptus dalveenica,Myrtaceae,woody,,,,
Eucalyptus decipiens subsp. chalara,Myrtaceae,woody,,,,
Eucalyptus densa subsp. densa,Myrtaceae,woody,,,,
Eucalyptus densa subsp. improcera,Myrtaceae,woody,,,,
Eucalyptus distuberosa subsp. aerata,Myrtaceae,woody,,,,
Eucalyptus distuberosa subsp. distuberosa,Myrtaceae,woody,,,,
Eucalyptus ebbanoensis subsp. glauciramula,Myrtaceae,woody,,,,
Eucalyptus ebbanoensis subsp. photina,Myrtaceae,woody,,,,
Eucalyptus effusa subsp. effusa,Myrtaceae,woody,,,,
Eucalyptus effusa subsp. exsul,Myrtaceae,woody,,,,
Eucalyptus eremicola subsp. eremicola,Myrtaceae,woody,,,,
Eucalyptus eremicola subsp. peeneri,Myrtaceae,woody,,,,
Eucalyptus eremophila subsp. eremophila,Myrtaceae,woody,,,,
Eucalyptus eremophila subsp. pterocarpa,Myrtaceae,woody,,,,
Eucalyptus erythronema subsp. inornata,Myrtaceae,woody,,,,
Eucalyptus eudesmioides subsp. Pallida,Myrtaceae,woody,,,,
Eucalyptus eudesmioides subsp. Pallida (D.F.Blaxell 1981 et al.),Myrtaceae,woody,,,,
Eucalyptus eudesmioides subsp. Selachiana,Myrtaceae,woody,,,,
